"annotation_id","annotator","article_id","chunk_number","chunk_text","created_at","id","lead_time","news_outlet","sentiment","updated_at"
79,"1",48,1,"More than 2,500 children from more than 30 countries are living in three camps for people displaced in north-eastern Syria , Save the Children says. The agency revealed the figure as it argued for Isis bride Shamima Begum , who is living in a camp, to be allowed to return to Britain. Ms Begum, 19, who left her home in London to join Isis as a 15-year-old schoolgirl, was stripped of her British citizenship after she asked to come back with her newborn baby. Save the Children says the 2,500 youngsters, “from families with perceived or actual links with Isis”, are separated from the rest of the population in the camps, which hinders their access to aid and services.","2026-04-26T15:44:20.961088Z",121,37.688,"The Independent","Negative","2026-04-26T15:44:20.961088Z"
78,"1",48,2,"Most are living with their mothers, while unaccompanied children are with temporary caregivers, the charity says. In some cases, foreign girls recruited by Isis as children are now mothers themselves. The children in the camps are facing life-threatening risks, according to aid workers. Kirsty McNeill, of Save the Children UK, said: “All children with perceived and actual associations with Isis are victims of the conflict and must be treated as such.","2026-04-26T15:43:40.924759Z",122,15.16,"The Independent","Neutral","2026-04-26T15:43:40.924759Z"
6,"1",48,3,"“We believe the best interests of the child are paramount and this means a child and mother should remain together whenever possible. “Shamima Begum was radicalised as a child. She is now in a camp with her baby, surrounded by former Isis members. It is crucial","2026-04-26T13:17:19.386849Z",123,457.042,"The Independent","Neutral","2026-04-26T13:17:19.386849Z"
15,"1",48,4,"we get her back to Britain and a safe place to understand more completely what has happened to her.” As the territory held by Isis shrinks, civilians have flooded out. More than 20,000 have escaped over the past month, according to an official. Since January, 560 foreign families, with more than 1,100 children, have entered the camps alongside thousands of Syrian families.","2026-04-26T13:21:37.376516Z",124,12.644,"The Independent","Neutral","2026-04-26T13:21:37.376516Z"
24,"1",48,5,"The shrinking Islamic State caliphate has been under intense bombardment and cut off from food supplies since December. Escapees have told how they had not eaten for days when they reached the camps. The International Rescue Committee said 62 people had died en route from hypothermia, hunger and illness. Fifty of them were children, most under the age of one.","2026-04-26T13:32:51.388672Z",125,15.049,"The Independent","Neutral","2026-04-26T13:32:51.388672Z"
64,"1",48,6,"Save the Children is calling on countries to repatriate overseas families with children.","2026-04-26T15:33:46.463827Z",126,8.474,"The Independent","Neutral","2026-04-26T15:33:46.463827Z"
61,"1",54,1,"Shamima Begum , who fled the UK to join Isis in Syria aged 15, has suggested she is being treated differently to others in similar situations who wish to return to Britain. Ms Begum has been stripped of her British citizenship in a move her lawyer said makes her and her baby effectively stateless . When she was read a letter from the Home Office obtained by ITV News in which home secretary Sajid Javid made the order, Ms Begum told the broadcaster it was ”kind of heart-breaking to read” and “hard to swallow”. The 19-year-old said: “I am not that shocked but I am a bit shocked.","2026-04-26T15:31:52.465632Z",127,10.642,"The Independent","Neutral","2026-04-26T15:31:52.465632Z"
92,"1",54,2,"It’s a bit upsetting and frustrating. I feel like it’s a bit unjust on me and my son. “It’s kind of heart-breaking to read. My family made it sound like it would be a lot easier for me to come back to the UK when I was speaking to them in Baghouz.","2026-04-26T15:50:32.114286Z",128,22.61,"The Independent","Neutral","2026-04-26T15:50:32.114286Z"
91,"1",54,3,"It’s kind of hard to swallow.” Discussing other returnees, she said: ”I heard that other people are being sent back to Britain so I don’t know why my case is any different to other people, or is it just because I was on the news four years ago?” Ms Begum, who was born in the UK and is of Bangladeshi heritage, was deprived of her British citizenship after she was found heavily pregnant and living in a refugee camp in northern Syria.","2026-04-26T15:50:07.194830Z",129,28.16,"The Independent","Neutral","2026-04-26T15:50:07.194830Z"
57,"1",54,4,"She gave birth to a boy over the weekend, having already lost two children. Since she was found, Ms Begum has made pleas for forgiveness and asked to be accepted back in the UK. However, in media interviews she has said she had “no regrets” about joining Isis and called the Manchester terror attack “justified” . Her lawyer told The Independent she had been a British national and “never had a Bangladeshi passport”.","2026-04-26T15:29:58.533546Z",130,38.592,"The Independent","Negative","2026-04-26T15:29:58.533546Z"
43,"1",54,5,"Tasnime Akunjee said although Bangladeshi law affords citizenship to foreign residents with parents from the country, the government in Dhaka “does not know who she is”. Ms Begum told ITV News said she might explore a potential citizenship through her Dutch husband. “Maybe I can ask for citizenship in Holland,” she said. ”If he gets sent back to prison in Holland I can just wait for him while he is in prison.”","2026-04-26T15:24:59.945884Z",131,16.676,"The Independent","Neutral","2026-04-26T15:24:59.945884Z"
46,"1",147,1,"Tania Joya grew up in Harrow It's a story that chillingly echoes recent events. The London girl who ran off to Syria to become a jihadi bride they dubbed 'the first lady of ISIS'. This week Bethnal Green-born Shamima Begum's future stands on a precipice. Tracked down to a Syrian refugee camp after fleeing Britain in 2015, the pregnant 19-year-old has pleaded for a chance to return to the UK with her baby.","2026-04-26T15:25:34.156253Z",132,4.368,"The Mirror","Neutral","2026-04-26T15:25:34.156253Z"
84,"1",147,2,"Many have no sympathy - but Tania Joyia knows all about her predicament. The British former wife of America’s most senior ISIS terrorist once told the world the only reason she had children was to raise them to become killers. Tania with her husband Craig The mum-of-four revealed how her dream for her children with her now ex-husband, John Georgelas, was for them to become terrorists. Now completely rehabilitated she lives a suburban life with her IT consultant second husband Craig Burma in Plano, Texas.","2026-04-26T15:46:52.721728Z",133,14.24,"The Mirror","Neutral","2026-04-26T15:46:52.721728Z"
131,"1",147,3,"And she called for Shamima to be given a second chance - if only for her unborn baby. Shamima, originally of Bethnal Green, east London ""Shamima was a child while she was groomed and she is still a child,"" she told the Daily Mail . """"If she is willing to accept her mistakes, she could be rehabilitated. Give Shamima and her baby a chance to live.","2026-04-26T16:14:24.845969Z",134,17.546,"The Mirror","Neutral","2026-04-26T16:14:24.845969Z"
151,"1",147,4,"""I feel sorry for [Shamima], she is so young, she has been in a toxic environment for all these years where she is not allowed to think anything different from the rest of the group. She is still in that state. ""She is only 19 and that’s when I radicalised. ""If we don’t help her, the baby is going to die and it is her fault, 100 per cent her fault.","2026-04-26T16:24:26.051876Z",135,34.533,"The Mirror","Neutral","2026-04-26T16:24:26.051876Z"
44,"1",147,5,"Tania talks through her life as a Jihadi bride ""But for humanitarian reasons we help that child. And if she wants help she has got to be willing to change"" Speaking from the security of her new life in Plano Tania, 35, recalls her radicalisation into “jihadi hardcore” after the September 11 attack on New York’s Twin Towers in 2001. She said: “I’ve had these children for one reason only, and that was so they could serve God as Muslims, as mujahideen.” Opening up about her former husband, who has risen to become one of ISIS’s main commanders in Syria, Tania spoke of their life together before their divorce.","2026-04-26T15:25:11.996163Z",136,10.463,"The Mirror","Neutral","2026-04-26T15:25:11.996163Z"
45,"1",147,6,"Tania Joya knows what Shamima Begum is going through “Our dreams were to have land of our own, raise a family and train them to be assassins or whatever, soldiers, and then eventually go join the jihad,” she said of Georgelas, an American-born convert to Islam. One of five children born in London to British-Bangladeshi couple Nural and Jahanara Choudhury, she told how she became radicalised and sought revenge on the west after 9/11. “I faced a lot of racism,” she says of her childhood in Harrow. “We had bad neighbours, they would smash our windows, but generally I just felt like an outsider.","2026-04-26T15:25:28.304567Z",137,11.311,"The Mirror","Neutral","2026-04-26T15:25:28.304567Z"
12,"1",147,7,"“I was looking for a way to retaliate.” Tania is now happy living in Plano, Texas Tania said the turning point in her radicalisation came when she was a teenager after seeing thousands die in the Twin Towers. “I was 17, I saw the towers being crashed into and I went to school the next day,” she said. “I said to my friend, ‘Oh isn’t it dreadful what happened,’ and she looked at me and said ‘Is it really?’","2026-04-26T13:20:31.732016Z",138,18.862,"The Mirror","Neutral","2026-04-26T13:20:31.732016Z"
14,"1",147,8,"“At that point, I became really jihadi hardcore.” Several years while attending a protest march against the Iraq war she was handed details of a Muslim matchmaking website. After joining she was contacted by Georgelas, the youngest child and only son of former US military doctor Colonel Timothy Georgelas and his wife Martha. Growing up in Plano, Texas, Georgelas, now 44, reportedly rebelled as a teenager, becoming a prolific drug user, dropping out of school and converting to Islam shortly after 9/11.","2026-04-26T13:21:12.236258Z",139,13.893,"The Mirror","Neutral","2026-04-26T13:21:12.236258Z"
133,"1",147,9,"American John Georgelas married Joya in 2004 The couple fell in love over internet discussions of jihad and dreams of a caliphate. During her interview with The Atlantic, the couple were said to have “fantasized about becoming a family of itinerant holy warriors, a sort of Islamic version of the Von Trapps, substituting slaughter of infidels for Alpine show tunes”. After falling pregnant in early October 2004, the couple wed at the Gothic town hall in Rochdale, Lancashire. By the time they had had three children and another on the way, in 2013, they began discussing joining ISIS in Syria.","2026-04-26T16:16:40.304605Z",140,14.975,"The Mirror","Neutral","2026-04-26T16:16:40.304605Z"
9,"1",147,10,"“John wanted to go to Syria, and I said I wasn’t ready, not while the kids are small,” she recalled. In August 2013, the family travelled to Syria by bus, setting up home in the abandoned villa of a Syrian general in the town of A’zaz but within months Choudhury wanted out as she and the children became sick. Shamima Begum is heavily pregnant in Syria and wants to come home Making her way back through Turkey, her husband’s parents ensured she had safe passage to Plano where she now lives. After being granted a divorce she is now dating Craig, an IT worker, after returning to online dating.","2026-04-26T13:19:04.312091Z",141,69.482,"The Mirror","Neutral","2026-04-26T13:19:04.312091Z"
11,"1",147,11,"“I went to the dating website Match, I wrote an essay: “I have four kids, my husband abandoned me to go become the next Osama Bin Ladin”. I got 1,300 replies.” Of her former husband, known in ISIS as Yahya al-Bahrumi,, she said: “He thought what he was doing was for the greater good. “I can’t help but love him.","2026-04-26T13:20:08.854662Z",142,17.585,"The Mirror","Neutral","2026-04-26T13:20:08.854662Z"
104,"1",147,12,"I don’t know how to make that feeling stop.” Tania claims she has turned her back on ISIS saying she is reformed. Estranged from her British family, Tania is the wife of IT executive Craig, 49. He answered an advert on match.com stating: ""I have four kids.","2026-04-26T15:57:27.383733Z",143,7.447,"The Mirror","Neutral","2026-04-26T15:57:27.383733Z"
71,"1",147,13,"My husband abandoned me to go and become the next Osama Bin Laden.""","2026-04-26T15:39:53.398635Z",144,16.818,"The Mirror","Neutral","2026-04-26T15:39:53.398635Z"
136,"1",141,1,"Aisleyne Horgan-Wallace has hit out at the idea to bring back ""dangerous"" ISIS schoolgirl Shamima Begum to the UK, claiming that it could cost ""millions"". The former Big Brother star, 40, said on This Morning today that the ISIS schoolgirl could have ""blood on her hands"" and that the money should be spent on the NHS. She also warned that it could put Britain at risk. The east London schoolgirl left Britain at 15 to join ISIS and says she doesn't regret her decision.","2026-04-26T16:19:02.556549Z",145,16.54,"The Mirror","Negative","2026-04-26T16:19:02.556549Z"
135,"1",141,2,"Aisleyne Horgan-Wallace has hit out at the idea to bring back 'dangerous' ISIS schoolgirl Shamima Begum to the UK She said on This Morning today that the ISIS schoolgirl could have 'blood on her hands' Begum, who is now 19, wants to come home so her baby can be ' looked after' - but Home Secretary Sajid Javid has said he will do everything in his power to block her return. Appearing alongside Kimberley Miners, who was groomed by ISIS but never went over to join them, Aisleyne said that Begum should be blocked from returning. ""We don't know how radicalised she has become,"" she said. ""She has absolutely no remorse... why would we let her come back into our country when she is such a risk?""","2026-04-26T16:18:39.671178Z",146,50.415,"The Mirror","Negative","2026-04-26T16:18:39.671178Z"
126,"1",141,3,"Begum, who is now 19, wants to come home so her baby can be ' looked after' She appeared alongside Kimberley Miners, who was groomed by ISIS Aisleyne also pointed out that Shamima was ""brainwashed and groomed"", adding: ""We don't know if she's got blood on her hands."" ""This girl has lived there for four years and we don't know what she's been up to,"" Aisleyne said, ""We're push overs and if this girl does come back we will have to spend millions keeping an eye on her. ""It's too much money - we could put it back into the NHS."" Earlier today Macer Gifford, who flew to Syria to fight against the Islamic State, said on GMB she was an ""incredibly dangerous young woman"".","2026-04-26T16:11:07.163560Z",147,29.366,"The Mirror","Neutral","2026-04-26T16:11:07.163560Z"
60,"1",141,4,"Shamima Begum left the UK at just 15 for Syria with two mates However, a former Met Superintendent, an Islam convert captured by the Taliban and an ex-Guantanamo Bay defended the schoolgirl. Yvonne Ridley, who was captured by the Taliban in 2001 and converted to Islam, argued we were talking about a child who was ""groomed"". She said: ""She was a member of essentially a death cult. Goodness knows how many eyes are on her.","2026-04-26T15:31:40.701371Z",148,17.929,"The Mirror","Neutral","2026-04-26T15:31:40.701371Z"
50,"1",141,5,"She’s been brutalised by war. We don’t know what she’s gone through. We don’t know if she feels fearful. ""Apart from this catastrophic failure we’ve heard about from education and police we also have to recognise she could really help the intelligence services as well and what were the triggers that made her go.""","2026-04-26T15:26:49.951505Z",149,11.396,"The Mirror","Negative","2026-04-26T15:26:49.951505Z"
59,"1",149,1,"Shamima Begum now wants to come home ISIS bride Shamima Begum has dominated the headlines over the past few weeks as people passionately debate whether she should be allowed back into the UK. The 19-year-old, who gave birth to a baby boy earlier this month, left her east London home to move to Syria in 2015 when she was just 15, and has spent the last few years living in a refugee camp in the north of the country. Her story has led to many questions about how Shamima and her two friends were tempted to leave their entire lives behind to join ISIS. Jacinta Carroll, a researcher at Australian National University’s National Security College, has spoken about some of the techniques and methods used to persuade women.","2026-04-26T15:31:19.730108Z",150,62.774,"The Mirror","Negative","2026-04-26T15:31:19.730108Z"
18,"1",149,2,"While her research doesn't focus on Shamima's case in particular, it is a general overview of the techniques used on some occasions. She's been in Syria since 2015 Speaking on MamaMia 's podcast The Quicky , she said ISIS is very good at honing in on the natural desire all teens and youths have for justice. She believes that those who move over normally feel strongly about a particular issue and typically come from a family or group which feels there is some kind of injustice. She said: ""Most of us in our youth and teens and early 20s have a strong sense of social justice and trying to create a new world.","2026-04-26T13:23:34.072406Z",151,24.282,"The Mirror","Neutral","2026-04-26T13:23:34.072406Z"
96,"1",149,3,"Islamic State was very effective at capturing that, honing in on that and of course not leaving it at leading a protest at a school or university."" She claims that ISIS propaganda creates romanticised version of what life in Syria is like, suggesting woman will fall in love with a ""very honourable warrior"" and are treated as ""protected and respected"" princesses. Helen Powell, research fellow in the programme of extremism at George Washington University, was also on the podcas and said social media is used as a big tool in recruitment. She speaks about one particular profile of an Australian woman who defends the group's actions, answers questions about what they do and even offers to find users Jihadist husbands.","2026-04-26T15:51:54.156659Z",152,17.757,"The Mirror","Neutral","2026-04-26T15:51:54.156659Z"
